id,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,water_cement_ratio,total_binder,coarse_fine_ratio,log_age
258,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,1.0625,329.4,1.357,3.3673
259,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,0.8498,336.4,1.3571,2.7081
260,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,0.5766,333.0,1.1051,2.0794
262,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,0.9973,310.3,1.4175,3.3673
263,296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,0.7479,402.7,1.0524,3.3673
265,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,0.5227,553.0,1.089,3.3673
266,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.4603,452.0,1.5168,3.3673
267,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,0.5601,575.5,1.7112,1.3863
268,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,0.5601,575.5,1.7112,2.0794
269,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,0.48,475.0,1.569,5.6021
274,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,1.1374,410.0,0.9374,3.3673
275,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3612,531.3,0.9605,1.3863
276,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,0.5678,606.5,1.4285,1.3863
277,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.6347,347.9,1.1111,1.3863
278,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,0.3668,496.5,1.1111,1.3863
279,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,0.7054,419.6,1.207,3.3673
281,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,0.4,480.0,1.3145,2.0794
282,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,0.7529,255.0,0.9416,2.0794
283,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,0.466,397.0,1.4169,3.3673
284,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.7672,345.7,1.107,2.7081
285,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.58,391.3,1.1116,1.3863
286,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,0.8571,380.0,1.391,4.5109
287,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13,0.5501,349.0,1.299,2.0794
288,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,0.4884,531.3,0.9678,2.0794
289,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.3376,468.8,0.8584,2.0794
290,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.9372,335.4,1.3574,3.3673
291,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1.0106,426.4,1.3488,1.3863
293,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46,1.2451,298.0,1.5021,3.3673
294,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.7498,369.7,1.3572,3.3673
295,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,0.75,336.8,1.3576,3.3673
296,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,0.6284,296.0,1.4174,3.3673
297,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95,1.0675,285.0,1.2072,3.3673
298,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,0.4885,393.0,1.1973,1.3863
299,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,0.9927,308.6,1.1162,3.3673
300,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,1.2229,330.0,0.9491,3.3673
301,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,0.96,333.0,1.1975,1.3863
302,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.3612,531.3,0.9605,3.3673
303,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.302,500.0,1.5771,3.3673
304,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,0.7496,345.7,1.1111,2.7081
306,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,0.6895,277.0,1.1308,5.1985
307,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29,0.48,475.0,1.569,3.3673
308,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.5797,399.5,1.3568,4.0431
309,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,0.8505,295.2,1.1109,3.3673
310,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,0.5661,325.0,1.3576,2.0794
311,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,0.4884,531.3,0.9678,1.3863
312,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,0.429,519.0,1.176,1.3863
315,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,0.8498,347.9,1.357,1.3863
316,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.6347,347.9,1.1111,4.6151
317,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,0.85,348.3,1.357,3.3673
318,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,0.5218,553.0,1.0885,3.3673
319,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,0.6643,289.0,1.02,3.3673
320,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,0.4084,471.0,1.1102,3.3673
321,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,0.725,373.9,1.3571,4.0431
322,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,1.1059,336.0,1.584,3.3673
323,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,0.6193,310.0,1.1412,5.8889
325,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.4548,551.6,1.2499,4.5218
326,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,1.2248,330.2,0.9486,3.3673
327,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.0611,425.6,1.3472,3.3673
328,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18,1.2163,263.5,1.2158,3.3673
329,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,1.0198,354.0,1.176,1.3863
330,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.7241,387.7,1.3569,2.7081
331,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,1.0198,354.0,1.176,4.0431
332,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45,0.6,475.0,1.569,3.3673
333,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.4548,551.6,1.2499,4.0431
334,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56,1.1658,411.1,1.4547,3.3673
335,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,0.5414,426.4,1.1819,3.3673
337,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,0.7529,255.0,0.9416,4.5109
338,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.9913,427.1,1.349,3.3673
339,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,0.7341,252.0,1.4171,3.3673
340,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,1.1599,387.0,1.5837,3.3673
341,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.724,343.0,1.357,2.7081
342,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,0.5811,339.0,1.2394,5.9026
343,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,1.2384,386.3,1.2159,3.3673
344,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,0.7354,252.5,1.4173,2.0794
345,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,1.3835,376.0,0.9484,3.3673
346,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,0.7796,397.0,1.4171,2.0794
347,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,0.3204,540.0,1.8352,3.3673
348,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63,1.0422,400.0,1.2273,3.3673
349,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,0.6643,289.0,1.02,4.5109
350,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45,1.0499,410.0,1.5247,3.3673
352,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0.4443,500.1,1.8336,3.3673
353,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,0.58,350.0,1.2568,3.3673
354,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,0.85,348.3,1.357,4.0431
355,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,0.2669,531.3,0.9534,1.3863
356,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8,0.2669,531.3,0.9534,4.0431
357,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788,386.6,1.1112,4.0431
359,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452,396.6,1.357,3.3673
360,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,0.5,436.0,1.1649,3.3673
361,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,0.429,519.0,1.176,4.0431
362,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,0.6,380.0,1.391,5.1985
363,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,0.9599,353.3,1.2978,2.0794
365,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,0.7799,238.1,1.4174,3.3673
368,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,0.9125,339.2,1.4173,2.0794
369,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,0.36,525.0,1.8352,5.6021
370,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99,0.3,540.0,1.5384,3.3673
371,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,0.3632,549.0,1.3581,1.3863
372,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.5802,351.7,1.118,3.3673
373,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,0.7815,238.0,1.4182,3.3673
374,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,0.841,368.0,1.4174,2.0794
375,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.2989,534.0,1.7129,3.3673
377,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74,1.2484,318.3,1.2069,3.3673
379,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.3612,531.3,0.9605,4.5218
380,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,0.2669,531.3,0.9534,3.3673
381,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,0.9999,480.0,1.2984,1.3863
382,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7,1.2976,396.5,1.1441,3.3673
384,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,1.3878,376.4,0.9486,3.3673
386,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,1.2486,482.3,1.2593,3.3673
387,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,0.3742,578.9,1.2499,4.5218
388,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.6452,396.6,1.357,4.6151
391,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.301,485.0,1.4,3.3673
392,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.9351,349.2,1.357,3.3673
393,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,0.4055,530.7,1.8748,3.3673
394,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.5788,386.6,1.1112,2.7081
397,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,0.3813,593.8,1.0903,4.0431
398,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86,0.5417,336.0,1.2068,3.3673
399,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,0.7032,405.2,1.1819,3.3673
400,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,1.2548,255.0,0.9416,1.3863
402,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,0.982,409.4,1.308,4.0431
404,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.5333,475.0,1.569,3.3673
406,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,0.8464,328.4,1.1112,4.6151
407,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.7456,387.7,1.352,2.7081
409,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17,0.7687,459.7,1.33,3.3673
410,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.3612,531.3,0.9605,4.5218
413,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,0.4884,531.3,0.9678,4.5218
414,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7,0.6,475.0,1.569,5.9026
415,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,0.4831,385.0,1.266,1.3863
416,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,0.6303,440.0,1.0512,3.3673
417,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,0.6666,480.0,1.2984,3.3673
418,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,0.3562,531.3,1.1646,1.3863
419,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,1.2229,393.0,1.1974,1.3863
420,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,1.1065,306.5,1.199,4.5109
421,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,0.8498,336.4,1.3571,4.6151
422,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,0.2938,586.2,1.0138,4.0431
423,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,0.6304,322.0,1.2175,5.1985
424,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,0.8498,336.4,1.3571,1.3863
425,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,1.0625,329.4,1.357,2.7081
426,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,0.8507,315.5,1.3557,1.3863
428,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.4548,551.6,1.2499,3.3673
429,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77,1.1036,345.8,1.2544,3.3673
430,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.7673,369.7,1.3835,4.0431
431,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,0.9999,480.0,1.2984,4.5109
432,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.0483,425.9,1.3478,2.7081
433,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,0.8511,319.1,1.1112,2.7081
434,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,0.5333,475.0,1.569,5.9026
435,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,0.496,375.0,1.3694,3.3673
436,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,0.4055,530.7,1.8748,2.0794
438,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,475.0,1.569,5.9026
439,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.9095,358.4,1.175,4.0431
440,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,0.4869,382.0,1.4168,3.3673
442,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,0.6577,439.0,1.2267,3.3673
443,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.0483,425.9,1.3478,3.3673
447,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,0.4,480.0,1.2982,1.3863
448,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54,1.3871,324.3,0.9485,3.3673
449,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58,1.2885,496.0,1.5008,3.3673
450,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,0.5897,500.1,1.0108,3.3673
451,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.5798,396.5,1.3551,4.6151
452,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,1.1999,380.0,1.391,5.1985
454,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,0.4,480.0,1.3145,4.5109
455,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22,0.5414,563.9,1.4034,3.3673
456,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,1.655,289.0,1.0201,4.5109
457,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43,1.1586,386.8,1.5846,3.3673
458,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,0.75,336.8,1.3576,1.3863
459,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,1.1061,336.0,1.5848,3.3673
460,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,0.4,480.0,1.2982,3.3673
461,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,0.9999,480.0,1.2984,2.0794
462,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.7673,369.7,1.3835,3.3673
463,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.95,400.0,1.7348,3.3673
465,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,0.4057,501.0,1.11,4.0431
466,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.6,475.0,1.569,4.5109
468,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,0.6303,440.0,1.0512,4.0431
470,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,0.3632,549.0,1.3581,2.0794
472,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4548,551.6,1.2499,1.3863
474,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,0.3632,549.0,1.3581,4.0431
476,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.9349,348.4,1.3571,2.7081
477,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.6452,396.6,1.357,2.7081
479,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,0.6895,277.0,1.1308,2.7081
480,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.7498,369.7,1.3572,4.6151
481,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,0.5333,475.0,1.569,5.6021
482,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.4548,551.6,1.2499,4.5218
483,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.724,390.6,1.2994,4.6151
484,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,0.429,519.0,1.176,2.0794
486,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,1.0625,329.4,1.357,4.6151
487,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,0.5811,339.0,1.2394,2.0794
490,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,0.6278,295.8,1.4187,3.3673
491,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,0.4057,501.0,1.11,3.3673
492,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.9913,427.1,1.349,4.6151
493,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34,1.4804,513.0,1.3807,3.3673
494,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,0.6133,300.0,1.3522,3.3673
495,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,0.4055,530.7,1.8748,4.5218
496,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,1.655,289.0,1.0201,3.3673
497,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,1.22,417.0,1.4086,3.3673
500,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,0.6643,289.0,1.02,2.0794
501,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.5659,509.6,1.5276,3.3673
502,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,0.5601,575.5,1.7112,4.5218
504,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,1.2229,393.0,1.1974,3.3673
505,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,1.2646,424.0,1.2081,3.3673
509,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.3376,468.8,0.8584,1.3863
510,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,0.6747,423.0,1.2158,3.3673
511,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,0.3742,578.9,1.2499,2.0794
514,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,0.4548,551.6,1.2499,2.0794
515,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,0.8741,295.2,1.1067,1.3863
516,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,0.4237,616.0,1.25,1.3863
519,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,0.6654,275.0,1.3465,2.0794
520,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,1.8822,255.0,0.9416,2.0794
521,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,0.9667,331.0,1.1852,3.3673
